Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.5059530132872078,-2.8463630226410013,0.0,0.0,200,39,FGF2;SERPINH1;FBLN2;IGFBP2;FBLN5;APLP1;TPM2;GPC1;SDC1;DAB2;TNFRSF12A;SLC6A8;SFRP1;VEGFA;GPX7;ITGA2;IL32;TGFBI;TNC;CADM1;FLNA;PLOD2;CRLF1;EFEMP2;BASP1;JUN;LOXL2;SAT1;PCOLCE;TPM1;TIMP1;AREG;MGP;NNMT;VIM;GADD45A;THBS1;INHBA;COL1A1,IL32;TGFBI;TNC;CADM1;FLNA;PLOD2;CRLF1;EFEMP2;BASP1;JUN;LOXL2;SAT1;PCOLCE;TPM1;TIMP1;AREG;MGP;NNMT;VIM;GADD45A;THBS1;INHBA;COL1A1
HALLMARK_HYPOXIA,-0.5466109742379796,-3.292370003938773,0.0,0.0,200,58,ZFP36;S100A4;SLC25A1;GPC1;GLRX;DUSP1;CASP6;PKP1;KDELR3;FAM162A;PNRC1;BHLHE40;PFKP;FOSL2;MAFF;ERRFI1;BTG1;ADM;VEGFA;KDM3A;NDRG1;LDHA;ANKZF1;P4HA2;ERO1A;TGFBI;AK4;LALBA;RORA;DTNA;CSRP2;NFIL3;MIF;TES;F3;PLIN2;JUN;CAVIN1;CDKN1A;LXN;P4HA1;HK2;GPI;IER3;ANGPTL4;ALDOA;CXCR4;PFKFB3;TIPARP;STC2;GCNT2;SLC2A1;HMOX1;STC1;DDIT3;HSPA5;ETS1;PGF,NDRG1;LDHA;ANKZF1;P4HA2;ERO1A;TGFBI;AK4;LALBA;RORA;DTNA;CSRP2;NFIL3;MIF;TES;F3;PLIN2;JUN;CAVIN1;CDKN1A;LXN;P4HA1;HK2;GPI;IER3;ANGPTL4;ALDOA;CXCR4;PFKFB3;TIPARP;STC2;GCNT2;SLC2A1;HMOX1;STC1;DDIT3;HSPA5;ETS1;PGF
HALLMARK_MTORC1_SIGNALING,-0.45691552575012334,-2.8533891278070818,0.0,0.0,200,49,SERPINH1;UNG;TCEA1;WARS;ATP5MC1;HSPE1;TM7SF2;BTG2;GLRX;SLC9A3R1;NUP205;SORD;AURKA;PNO1;M6PR;EPRS;NUPR1;BHLHE40;PIK3R3;SC5D;PSMC2;PDAP1;SDF2L1;LDHA;ERO1A;AK4;POLR3G;TRIB3;XBP1;NFIL3;PLOD2;EGLN3;TES;SLC1A5;CDKN1A;P4HA1;HK2;HSP90B1;GPI;NMT1;PHGDH;ALDOA;ASNS;CXCR4;SLC2A1;STC1;DDIT3;HSPA5;IGFBP5,AK4;POLR3G;TRIB3;XBP1;NFIL3;PLOD2;EGLN3;TES;SLC1A5;CDKN1A;P4HA1;HK2;HSP90B1;GPI;NMT1;PHGDH;ALDOA;ASNS;CXCR4;SLC2A1;STC1;DDIT3;HSPA5;IGFBP5
HALLMARK_KRAS_SIGNALING_UP,-0.4340832758175099,-2.1830455068927463,0.0,0.0018076032310907757,200,29,GADD45G;TFPI;SDCCAG8;CA2;GLRX;CXCL10;KLF4;ZNF639;PCSK1N;PRELID3B;KCNN4;TMEM176B;EVI5;CBL;RBM4;MPZL2;ITGA2;ERO1A;EMP1;ALDH1A3;HBEGF;BIRC3;NRP1;CFB;ANGPTL4;VWA5A;CXCR4;ETS1;INHBA,HBEGF;BIRC3;NRP1;CFB;ANGPTL4;VWA5A;CXCR4;ETS1;INHBA
HALLMARK_APOPTOSIS,-0.3813714581488972,-2.1900115772088617,0.0,0.0021088704362725716,161,38,CDC25B;PPP3R1;TXNIP;BCAP31;CASP1;TNFSF10;ERBB2;BTG2;HSPB1;GSN;CASP6;TNF;APP;IFNGR1;BCL2L11;TAP1;KRT18;TNFRSF12A;CYLD;IRF1;SPTAN1;SC5D;ANXA1;EMP1;TIMP2;JUN;CDKN1A;BCL10;NEDD9;PMAIP1;SAT1;BIRC3;IER3;TIMP1;H1F0;HMOX1;GADD45A;DDIT3,JUN;CDKN1A;BCL10;NEDD9;PMAIP1;SAT1;BIRC3;IER3;TIMP1;H1F0;HMOX1;GADD45A;DDIT3
HALLMARK_GLYCOLYSIS,-0.3776979131790318,-2.1965970373588637,0.0,0.0025306445235270857,200,40,EXT2;CDK1;GALE;SLC25A13;FKBP4;CENPA;GPC1;GLRX;KIF20A;CASP6;AURKA;ME2;GOT2;SDC1;KDELR3;FAM162A;PFKP;ANG;VEGFA;B4GALT2;MED24;LDHA;ANKZF1;P4HA2;ERO1A;TGFBI;AK4;PLOD2;EGLN3;MIF;AKR1A1;P4HA1;HK2;IER3;ANGPTL4;ALDOA;CXCR4;STC2;STC1;HSPA5,MED24;LDHA;ANKZF1;P4HA2;ERO1A;TGFBI;AK4;PLOD2;EGLN3;MIF;AKR1A1;P4HA1;HK2;IER3;ANGPTL4;ALDOA;CXCR4;STC2;STC1;HSPA5
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.5378715548707522,-2.2604858048434933,0.0,0.0031633056544088573,113,21,CEBPB;CCL2;DNAJA4;WFS1;NFYB;KDELR3;VEGFA;ERO1A;TSPYL2;TUBB2A;XBP1;H2AFX;TARS;ATF4;HSP90B1;ASNS;STC2;EIF4EBP1;HERPUD1;CEBPG;HSPA5,ERO1A;TSPYL2;TUBB2A;XBP1;H2AFX;TARS;ATF4;HSP90B1;ASNS;STC2;EIF4EBP1;HERPUD1;CEBPG;HSPA5
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.3278461547323612,-2.0929204373766463,0.0,0.006326611308817715,200,72,CEBPB;CCL5;KYNU;SOCS3;DUSP4;ZFP36;NR4A3;TNFAIP2;CCL2;NR4A1;TNFSF9;BTG2;CXCL10;DUSP1;ZBTB10;CEBPD;FJX1;KLF4;TNF;ETS2;KLF2;TAP1;B4GALT5;STAT5A;JAG1;PNRC1;BHLHE40;FOSL2;DUSP5;EHD1;MAFF;IRF1;BTG1;ZC3H12A;NINJ1;VEGFA;BIRC2;NFKB2;PHLDA2;SGK1;HES1;NFKBIA;KLF9;CLCF1;TUBB2A;TNC;EGR1;PDE4B;NFIL3;TNFAIP8;ICOSLG;NFKBIE;F3;NFAT5;JUN;CDKN1A;DNAJB4;PHLDA1;IER5;FOSL1;PLK2;SAT1;HBEGF;BIRC3;IER3;AREG;CXCL3;PFKFB3;LAMB3;TIPARP;GADD45A;INHBA,SGK1;HES1;NFKBIA;KLF9;CLCF1;TUBB2A;TNC;EGR1;PDE4B;NFIL3;TNFAIP8;ICOSLG;NFKBIE;F3;NFAT5;JUN;CDKN1A;DNAJB4;PHLDA1;IER5;FOSL1;PLK2;SAT1;HBEGF;BIRC3;IER3;AREG;CXCL3;PFKFB3;LAMB3;TIPARP;GADD45A;INHBA
HALLMARK_P53_PATHWAY,-0.33097289172782407,-2.049703468717196,0.0,0.007029568120908571,200,52,WWP1;S100A4;TXNIP;SERTAD3;CASP1;TM7SF3;TNFSF9;CCNK;BTG2;WRAP73;IRAK1;ISCU;KLF4;TOB1;APP;SDC1;TP53;BAK1;HIST3H2A;TAP1;HIST1H1C;CD82;FAM162A;NUPR1;POLH;BTG1;FBXW7;RAP2B;NINJ1;AK1;SLC3A2;NDRG1;PLK3;TSPYL2;TRIB3;UPP1;DNTTIP2;JUN;CDKN1A;IER5;PLK2;SAT1;HBEGF;KLK8;IER3;TM4SF1;VWA5A;SFN;KRT17;HMOX1;GADD45A;DDIT3,JUN;CDKN1A;IER5;PLK2;SAT1;HBEGF;KLK8;IER3;TM4SF1;VWA5A;SFN;KRT17;HMOX1;GADD45A;DDIT3
HALLMARK_XENOBIOTIC_METABOLISM,-0.3641083074324322,-1.7897130503222922,0.017857142857142856,0.04555160142348754,200,24,KYNU;TNFRSF1A;CA2;COMT;ACP2;ALAS1;CASP6;PGD;ETS2;TKFC;TMEM176B;PTS;GSTM4;NINJ1;LPIN2;UPP1;SERTAD1;SLC1A5;CFB;NMT1;AKR1C2;GCNT2;HMOX1;PTGES,UPP1;SERTAD1;SLC1A5;CFB;NMT1;AKR1C2;GCNT2;HMOX1;PTGES
