Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_E2F_TARGETS,-0.6737251043836082,-2.627948265028436,0.0,0.0,200,16,ING3;TFRC;MTHFD2;CKS2;UBE2S;STMN1;NUDT21;UBE2T;TUBG1;LMNB1;KPNA2;H2AFZ;RRM2;PLK1;CDKN3;CDKN2C,MTHFD2;CKS2;UBE2S;STMN1;NUDT21;UBE2T;TUBG1;LMNB1;KPNA2;H2AFZ;RRM2;PLK1;CDKN3;CDKN2C
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.5320854343232836,-2.4812741176668776,0.0,0.0,200,24,TNFAIP3;FOXC2;IL32;SDC4;DST;COL16A1;CD59;TPM4;PFN2;LGALS1;MYL9;TPM1;FGF2;PLOD2;GPX7;GAS1;TPM2;LOXL2;MGP;TNC;TGFBI;VIM;IGFBP3;IGFBP2,MYL9;TPM1;FGF2;PLOD2;GPX7;GAS1;TPM2;LOXL2;MGP;TNC;TGFBI;VIM;IGFBP3;IGFBP2
HALLMARK_GLYCOLYSIS,-0.6502440220308502,-3.3205725936295436,0.0,0.0,200,28,ALDH9A1;COG2;ELF3;AGRN;SRD5A3;TSTA3;NSDHL;STMN1;TPI1;ALDOA;ANGPTL4;SAP30;KDELR3;HK2;PLOD2;PFKP;CLDN3;FAM162A;LDHA;CXCR4;PGK1;SLC16A3;PDK3;MIF;TGFBI;ERO1A;IGFBP3;STC1,ALDOA;ANGPTL4;SAP30;KDELR3;HK2;PLOD2;PFKP;CLDN3;FAM162A;LDHA;CXCR4;PGK1;SLC16A3;PDK3;MIF;TGFBI;ERO1A;IGFBP3;STC1
HALLMARK_HYPOXIA,-0.6305870315978248,-3.439834942175571,0.0,0.0,200,38,TNFAIP3;LXN;TIPARP;PKP1;SDC4;EFNA1;PNRC1;PPP1R15A;NAGK;GAA;ILVBL;TPI1;ALDOA;ANGPTL4;SAP30;BNIP3L;KDELR3;HK2;PFKP;F3;FAM162A;LDHA;CXCR4;PGK1;PDK3;NDRG1;PLIN2;TMEM45A;MIF;SLC2A1;GBE1;GAPDH;TGFBI;ADM;ERO1A;IGFBP3;STC1;PGF,ALDOA;ANGPTL4;SAP30;BNIP3L;KDELR3;HK2;PFKP;F3;FAM162A;LDHA;CXCR4;PGK1;PDK3;NDRG1;PLIN2;TMEM45A;MIF;SLC2A1;GBE1;GAPDH;TGFBI;ADM;ERO1A;IGFBP3;STC1;PGF
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.6286454196357986,3.1956180917249504,0.0,0.0,97,35,MX1;CXCL10;IFI44L;CMPK2;BST2;PARP14;CD74;IFI44;LGALS3BP;OASL;TRIM14;DDX60;TXNIP;CNP;PARP9;PSMB9;IRF1;IFI35;HLA-C;ISG15;B2M;TAP1;UBE2L6;TRIM25;ADAR;IFIH1;C1S;HELZ2;TRIM26;NCOA7;PSMB8;SP110;PARP12;EIF2AK2;PLSCR1,MX1;CXCL10;IFI44L;CMPK2;BST2;PARP14;CD74;IFI44;LGALS3BP;OASL;TRIM14;DDX60;TXNIP;CNP;PARP9;PSMB9;IRF1;IFI35;HLA-C;ISG15;B2M;TAP1;UBE2L6;TRIM25;ADAR
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5448962202327772,3.2834769424380235,0.0,0.0,200,64,MX1;CXCL10;IFI44L;CMPK2;CCL5;BST2;TNFAIP2;PARP14;CD74;IFI44;LGALS3BP;CFB;OASL;TRIM14;TNFAIP3;HLA-A;DDX60;TXNIP;HLA-B;PSMB9;IRF1;TNFAIP6;IFI35;STAT1;PELI1;ICAM1;ARID5B;SSPN;ISG15;SAMHD1;DDX58;B2M;TAP1;UBE2L6;TRIM25;TNFSF10;C1R;HLA-DRB1;ADAR;OAS3;ZNFX1;SOCS3;IFIH1;C1S;HELZ2;HLA-DMA;AUTS2;TAPBP;TRIM26;PML;PSMB8;NAMPT;SP110;NCOA3;PARP12;EIF2AK2;PDE4B;NFKBIA;PTPN1;PLSCR1;MTHFD2;ARL4A;PFKP;UPP1,MX1;CXCL10;IFI44L;CMPK2;CCL5;BST2;TNFAIP2;PARP14;CD74;IFI44;LGALS3BP;CFB;OASL;TRIM14;TNFAIP3;HLA-A;DDX60;TXNIP;HLA-B;PSMB9;IRF1;TNFAIP6;IFI35;STAT1;PELI1;ICAM1;ARID5B;SSPN;ISG15;SAMHD1;DDX58;B2M;TAP1;UBE2L6;TRIM25;TNFSF10;C1R;HLA-DRB1;ADAR;OAS3
HALLMARK_MTORC1_SIGNALING,-0.43975701928264904,-2.5793136376193035,0.0,0.0,200,39,BTG2;FAM129A;SYTL2;GSR;SKAP2;ITGB2;NMT1;NAMPT;ACACA;PSPH;CTSC;PPP1R15A;SLC1A5;TFRC;CD9;PSME3;MTHFD2;HPRT1;TUBG1;TPI1;DHCR7;NUPR1;POLR3G;RRM2;ALDOA;PLK1;HK2;PLOD2;TRIB3;LDHA;CXCR4;PGK1;SCD;SLC2A1;GBE1;GAPDH;ERO1A;IGFBP5;STC1,HPRT1;TUBG1;TPI1;DHCR7;NUPR1;POLR3G;RRM2;ALDOA;PLK1;HK2;PLOD2;TRIB3;LDHA;CXCR4;PGK1;SCD;SLC2A1;GBE1;GAPDH;ERO1A;IGFBP5;STC1
HALLMARK_MYC_TARGETS_V1,-0.7778993435448509,-2.449021203751255,0.0,0.0,200,9,PRPS2;SNRPD3;HPRT1;BUB3;KPNA2;H2AFZ;CCNA2;LDHA;PGK1,PRPS2;SNRPD3;HPRT1;BUB3;KPNA2;H2AFZ;CCNA2;LDHA;PGK1
HALLMARK_COMPLEMENT,0.5547517061561371,2.2801905273737155,0.0,0.0020415107179312694,200,21,CCL5;CFB;TNFAIP3;CLU;KYNU;CEBPB;PSMB9;IRF1;CDA;CTSS;C1R;C1S;LYN;CTSC;EHD1;PLSCR1;ATOX1;CD46;CD59;CA2;F3,CCL5;CFB;TNFAIP3;CLU;KYNU;CEBPB;PSMB9;IRF1;CDA;CTSS
HALLMARK_ALLOGRAFT_REJECTION,0.5764063202601152,2.2937270828115706,0.0,0.0027220142905750254,200,18,HLA-DRA;CCL5;CD74;HLA-A;CTSS;ICOSLG;STAT1;BCL3;ICAM1;B2M;TAP1;HLA-E;ITGB2;HLA-DMA;TAPBP;IFNGR1;LYN;TAP2,HLA-DRA;CCL5;CD74;HLA-A;CTSS;ICOSLG;STAT1;BCL3;ICAM1;B2M;TAP1;HLA-E;ITGB2
