Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_ALLOGRAFT_REJECTION,0.7121690755063558,2.164580090962336,0.0,0.0,200,13,CD74;HLA-A;INHBA;B2M;CTSS;HLA-E;TAP1;STAT1;TAPBP;SOCS1;CAPG;CDKN2A;EIF3J,CD74;HLA-A;INHBA;B2M;CTSS;HLA-E;TAP1
HALLMARK_GLYCOLYSIS,-0.5642973903756884,-2.5787558054550486,0.0,0.0,200,21,ELF3;ALDH9A1;SOX9;DSC2;CD44;PPIA;UGP2;HSPA5;TPI1;LDHA;PLOD1;CYB5A;ALDH7A1;MIF;ERO1A;PFKP;CLDN3;PDK3;PGK1;ANGPTL4;IGFBP3,HSPA5;TPI1;LDHA;PLOD1;CYB5A;ALDH7A1;MIF;ERO1A;PFKP;CLDN3;PDK3;PGK1;ANGPTL4;IGFBP3
HALLMARK_HYPOXIA,-0.46469716079946544,-2.336935617779,0.0,0.0,200,27,S100A4;MT1E;PIM1;TIPARP;PLAUR;BTG1;SELENBP1;JMJD6;FOXO3;UGP2;HSPA5;GCNT2;TPI1;LDHA;SLC2A1;BNIP3L;MIF;ERO1A;PLIN2;PFKP;GAPDH;NDRG1;PDK3;PGK1;ANGPTL4;TMEM45A;IGFBP3,MIF;ERO1A;PLIN2;PFKP;GAPDH;NDRG1;PDK3;PGK1;ANGPTL4;TMEM45A;IGFBP3
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.7815072235576785,2.494506226258276,0.0,0.0,97,15,CD74;ISG15;MX1;BST2;TXNIP;B2M;HLA-C;IFIH1;TAP1;CXCL10;PSMB8;ADAR;UBE2L6;EIF2AK2;CNP,CD74;ISG15;MX1;BST2;TXNIP;B2M;HLA-C;IFIH1;TAP1;CXCL10;PSMB8;ADAR;UBE2L6
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.6348624901399299,2.472820273408722,0.0,0.0,200,28,CD74;HLA-A;ISG15;MX1;BST2;HLA-B;HLA-DRB1;TXNIP;B2M;TNFSF10;IFIH1;TAP1;CXCL10;PSMB8;PIM1;ADAR;UBE2L6;PDE4B;STAT1;SOCS3;TAPBP;EIF2AK2;TNFAIP6;BTG1;ARL4A;SOCS1;NFKBIA;PFKP,CD74;HLA-A;ISG15;MX1;BST2;HLA-B;HLA-DRB1;TXNIP;B2M;TNFSF10;IFIH1;TAP1;CXCL10;PSMB8;PIM1;ADAR;UBE2L6
HALLMARK_MYC_TARGETS_V1,-0.6302895322939855,-2.434822718010538,0.0,0.0,200,13,HNRNPD;HNRNPU;EEF1B2;PPIA;GLO1;NDUFAB1;RACK1;NHP2;EIF3J;PRDX4;LDHA;TOMM70;PGK1,HNRNPD;HNRNPU;EEF1B2;PPIA;GLO1;NDUFAB1;RACK1;NHP2;EIF3J;PRDX4;LDHA;TOMM70;PGK1
HALLMARK_PEROXISOME,-0.7341510984072094,-1.9472902534998242,0.0,0.02003012048192771,104,5,ALDH9A1;CRABP2;IDI1;CRABP1;FDPS,IDI1;CRABP1;FDPS
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.43943783728958746,1.8541449599934714,0.0,0.020833333333333336,200,31,INHBA;IFIH1;TAP1;SAT1;CXCL10;JAG1;BTG2;BIRC3;CCND1;TIPARP;HBEGF;AREG;PDE4B;KLF10;SOCS3;TNFAIP6;PLAUR;DUSP2;MXD1;NFAT5;BTG1;BCL6;MAP3K8;HES1;IER5;RHOB;CEBPB;CD44;NFKBIA;CD83;LDLR,INHBA;IFIH1;TAP1;SAT1;CXCL10;JAG1;BTG2;BIRC3;CCND1;TIPARP;HBEGF;AREG;PDE4B;KLF10;SOCS3;TNFAIP6;PLAUR;DUSP2;MXD1;NFAT5;BTG1;BCL6;MAP3K8
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.4513078048304119,-1.8942314772534636,0.0,0.022891566265060243,74,17,JAG1;LGALS3;CD9;MAL2;PLAUR;DHCR7;HMGCS1;EBP;ACAT2;FDFT1;SCD;LDLR;SQLE;IDI1;MVD;PDK3;FDPS,DHCR7;HMGCS1;EBP;ACAT2;FDFT1;SCD;LDLR;SQLE;IDI1;MVD;PDK3;FDPS
HALLMARK_MTORC1_SIGNALING,-0.3628688489258771,-1.7550601954474891,0.0,0.03815261044176707,200,24,IGFBP5;NUPR1;BTG2;CD9;CTSC;GSR;SERPINH1;PPIA;HSPA5;TPI1;ACSL3;DHCR7;HMGCS1;LDHA;EBP;SLC2A1;EEF1E1;SCD;LDLR;SQLE;ERO1A;IDI1;GAPDH;PGK1,HSPA5;TPI1;ACSL3;DHCR7;HMGCS1;LDHA;EBP;SLC2A1;EEF1E1;SCD;LDLR;SQLE;ERO1A;IDI1;GAPDH;PGK1
HALLMARK_KRAS_SIGNALING_DN,0.7306752866290452,1.7728468548851115,0.0,0.044444444444444446,200,6,MX1;CALML5;KRT5;BTG2;TFCP2L1;KLK7,MX1;CALML5;KRT5;BTG2;TFCP2L1
