Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.4677846355629023,2.7071950986617894,0.0,0.0,200,45,SFRP1;FERMT2;TPM1;MEST;ID2;FN1;DST;TGFBR3;COL4A2;EFEMP2;VEGFA;APLP1;EMP3;COL4A1;CADM1;ITGAV;TIMP1;GADD45A;CALD1;COL1A1;GPX7;COL6A2;SAT1;FUCA1;IGFBP2;LOXL1;THY1;PLAUR;CDH2;RHOB;PPIB;BMP1;CALU;WIPF1;ITGB1;MYLK;SPARC;TPM2;QSOX1;DAB2;JUN;PCOLCE;PFN2;CTHRC1;PRRX1,SFRP1;FERMT2;TPM1;MEST;ID2;FN1;DST;TGFBR3;COL4A2;EFEMP2;VEGFA;APLP1;EMP3;COL4A1;CADM1;ITGAV;TIMP1;GADD45A;CALD1;COL1A1;GPX7;COL6A2;SAT1
HALLMARK_FATTY_ACID_METABOLISM,-0.4444845943511874,-2.517782267035537,0.0,0.0,158,36,S100A10;KMT5A;GSTZ1;AUH;ACAA1;REEP6;PTS;ALDH9A1;HSD17B11;PDHB;MDH2;SUCLA2;ECI2;UROS;ME1;SERINC1;H2AFZ;GABARAPL1;DLST;MAOA;HSD17B10;G0S2;DHCR24;NTHL1;GLUL;APEX1;HCCS;ACO2;ELOVL5;METAP1;IDH3B;SDHC;ADSL;MIF;CCDC58;SDHD,ALDH9A1;HSD17B11;PDHB;MDH2;SUCLA2;ECI2;UROS;ME1;SERINC1;H2AFZ;GABARAPL1;DLST;MAOA;HSD17B10;G0S2;DHCR24;NTHL1;GLUL;APEX1;HCCS;ACO2;ELOVL5;METAP1;IDH3B;SDHC;ADSL;MIF;CCDC58;SDHD
HALLMARK_MYC_TARGETS_V1,-0.5624548281970061,-4.166447698240377,0.0,0.0,200,62,DEK;LSM7;HSPE1;TFDP1;PWP1;CCT4;CCT7;PSMD1;EEF1B2;AIMP2;DDX21;SF3B3;RSL1D1;GOT2;RNPS1;ERH;H2AFZ;KARS;RAN;CCT2;DUT;PSMD7;HDGF;EIF4A1;CDK2;CLNS1A;HNRNPA1;PRPS2;UBE2E1;CDC20;COPS5;XPOT;SNRPA;EIF2S1;PPIA;RUVBL2;SNRPD3;PTGES3;CTPS1;APEX1;PSMA2;SLC25A3;CSTF2;NHP2;TYMS;VDAC1;HDDC2;CNBP;HDAC2;MCM2;PA2G4;NPM1;CDK4;C1QBP;UBE2L3;IMPDH2;CCT5;RACK1;RANBP1;PHB2;NOP16;PABPC1,PWP1;CCT4;CCT7;PSMD1;EEF1B2;AIMP2;DDX21;SF3B3;RSL1D1;GOT2;RNPS1;ERH;H2AFZ;KARS;RAN;CCT2;DUT;PSMD7;HDGF;EIF4A1;CDK2;CLNS1A;HNRNPA1;PRPS2;UBE2E1;CDC20;COPS5;XPOT;SNRPA;EIF2S1;PPIA;RUVBL2;SNRPD3;PTGES3;CTPS1;APEX1;PSMA2;SLC25A3;CSTF2;NHP2;TYMS;VDAC1;HDDC2;CNBP;HDAC2;MCM2;PA2G4;NPM1;CDK4;C1QBP;UBE2L3;IMPDH2;CCT5;RACK1;RANBP1;PHB2;NOP16;PABPC1
HALLMARK_MYC_TARGETS_V2,-0.6405954704026253,-3.4381749341219323,0.0,0.0,58,24,HSPE1;PLK4;GRWD1;AIMP2;RABEPK;EXOSC5;NDUFAF4;PES1;DUSP2;SLC29A2;PRMT3;PUS1;RRP12;IMP4;PA2G4;NPM1;CDK4;FARSA;NIP7;IPO4;MYBBP1A;TCOF1;TFB2M;NOP16,EXOSC5;NDUFAF4;PES1;DUSP2;SLC29A2;PRMT3;PUS1;RRP12;IMP4;PA2G4;NPM1;CDK4;FARSA;NIP7;IPO4;MYBBP1A;TCOF1;TFB2M;NOP16
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.3240307296524054,-2.3682519399318145,0.0,0.002610641471904525,200,73,ATP5MF;ATP5MG;ATP5MC1;NDUFB2;ATP5F1E;NDUFC1;NDUFA3;COX8A;NDUFS1;COX7A2;ATP5ME;NDUFA2;ATP6V1F;NDUFB1;COX6B1;ACAA1;NDUFC2;OPA1;ALDH6A1;GPI;NDUFA1;NDUFA4;NDUFS8;UQCR10;TIMM8B;UQCR11;COX4I1;PDHB;MDH2;DLAT;VDAC2;COX7A2L;PMPCA;SUCLA2;CASP7;GOT2;MRPL34;UQCRC1;DLST;NDUFB5;COX10;MRPL15;HTRA2;HSD17B10;ATP6V0E1;UQCRH;HCCS;SLC25A3;ACO2;CYCS;TIMM17A;RHOT2;SDHB;IDH3B;CS;NDUFS2;LDHB;MRPL35;VDAC1;ATP5MC2;SDHC;TOMM22;SLC25A5;COX6C;ATP5F1B;NDUFA9;NDUFV2;SDHD;ATP6V1C1;PHB2;OXA1L;ATP5MC3;MRPS22,HCCS;SLC25A3;ACO2;CYCS;TIMM17A;RHOT2;SDHB;IDH3B;CS;NDUFS2;LDHB;MRPL35;VDAC1;ATP5MC2;SDHC;TOMM22;SLC25A5;COX6C;ATP5F1B;NDUFA9;NDUFV2;SDHD;ATP6V1C1;PHB2;OXA1L;ATP5MC3;MRPS22
HALLMARK_APOPTOSIS,0.3723799861880182,2.1518992486114734,0.0,0.004851120776179324,161,42,IER3;LMNA;DNAJC3;TGFBR3;TXNIP;EGR3;PTK2;SOD1;H1F0;BNIP3L;TIMP1;TGFB2;GADD45A;TIMP2;HSPB1;SAT1;CLU;BTG2;BRCA1;TOP2A;HMGB2;CYLD;BCL10;RHOB;ADD1;SPTAN1;MGMT;CFLAR;VDAC2;CASP7;ANKH;F2R;CDK2;DAP;BTG3;JUN;BID;RHOT2;CCND2;DAP3;PPT1;SQSTM1,IER3;LMNA;DNAJC3;TGFBR3;TXNIP;EGR3;PTK2;SOD1;H1F0;BNIP3L;TIMP1;TGFB2;GADD45A;TIMP2;HSPB1;SAT1;CLU;BTG2
HALLMARK_SPERMATOGENESIS,0.5010099418141744,2.2028305368810805,0.0,0.004851120776179324,135,19,TUBA3C;DDX25;TNNI3;COIL;POMC;TLE4;SEPT4;MAP7;SHE;PACRG;CNIH2;BRAF;CLPB;PIAS2;IFT88;SCG3;PCSK1N;NEK2;CRISP2,TUBA3C;DDX25;TNNI3;COIL;POMC;TLE4;SEPT4;MAP7;SHE;PACRG;CNIH2;BRAF;CLPB
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.38791284969456663,2.192441999492521,0.0,0.006468161034905766,200,45,HES1;IER3;ID2;KLF10;REL;MAFF;EGR3;ZFP36;CCNL1;VEGFA;IRS2;BIRC2;PLK2;GADD45A;TIPARP;NR4A3;SAT1;JUNB;BTG2;NFIL3;NFAT5;ETS2;KLF6;PPP1R15A;B4GALT5;ZBTB10;PLAUR;RHOB;TUBB2A;CFLAR;PDE4B;SNN;SMAD3;TNIP1;MSC;MARCKS;G0S2;YRDC;BTG3;JUN;CEBPD;TSC22D1;DUSP2;SQSTM1;DUSP1,HES1;IER3;ID2;KLF10;REL;MAFF;EGR3;ZFP36;CCNL1;VEGFA;IRS2;BIRC2;PLK2;GADD45A;TIPARP;NR4A3;SAT1;JUNB;BTG2;NFIL3
HALLMARK_HYPOXIA,0.3322466780913127,2.101176956211837,0.0,0.009702241552358647,200,54,CXCR4;AKAP12;TES;IER3;DDIT4;PDK1;ANXA2;MAFF;P4HA1;ZFP36;KDM3A;VEGFA;IRS2;BNIP3L;STC1;RORA;TIPARP;EXT1;ZNF292;NFIL3;PDK3;CDKN1C;PIM1;PLIN2;IDS;NR3C1;KLF6;SAP30;VHL;PPP1R15A;DPYSL4;P4HA2;PLAUR;PFKL;TMEM45A;GPI;MYH9;ANKZF1;ERRFI1;GPC3;SLC37A4;HDLBP;CA12;PFKP;JUN;AK4;CITED2;SIAH2;TPI1;PGM1;DUSP1;RRAGD;MIF;GAPDH,CXCR4;AKAP12;TES;IER3;DDIT4;PDK1;ANXA2;MAFF;P4HA1;ZFP36;KDM3A;VEGFA;IRS2;BNIP3L;STC1;RORA;TIPARP;EXT1;ZNF292
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3656239786826912,1.843254407128879,0.0,0.03719192595070815,200,32,HES1;TUBB2B;FARP1;PRSS23;KLF10;SH3BP5;INPP5F;MAPT;EGR3;BLVRB;KRT19;TIPARP;KRT8;FKBP5;LAD1;AKAP1;KDM4B;IGF1R;ASB13;OPN3;CA12;FHL2;NRIP1;ELOVL5;SIAH2;ISG20L2;XBP1;RRP12;PPIF;TPD52L1;MYBBP1A;FKBP4,HES1;TUBB2B;FARP1;PRSS23;KLF10;SH3BP5;INPP5F;MAPT;EGR3;BLVRB;KRT19;TIPARP;KRT8
